essay,score
프레젠테이션 ㉮와 ㉯는 경쟁에 대한 다른 견해를 보여줍니다. 제안서는 “경쟁은 피할 수 없는 요소이기 때문에 경쟁을 부정하고 타인과 긍정적으로 상호작용하는 것보다 잘 활용하는 것이 중요하다”고 말했다. 이 논문은 공존으로부터의 진화가 생물다양성을 위한 경쟁 방향으로의 진화보다 더 낫다고 주장한다. 이를 통해 제시-문 ㉯ 위치 ㉮는 ㉮가 경쟁을 추구하여 관계를 망치고 있다고 생각합니다. 그러나 ㉮의 입장에서 이것은 적절하지 않다. ㉮의 관점에서 경쟁은 약자를 죽이는 것이 아니라 서로에게 동기를 부여하여 미래를 발전시키는 것으로 볼 수 있습니다.,2
"㉮와 ㉯는 경쟁에 대해 반대 의견을 가지고 있습니다. ㉮ 경쟁을 건설적인 협력으로 본다. 다른 사람과 경쟁하려는 욕망은 인간의 본성이며 인간을 움직이는 원동력입니다. 경쟁은 자신의 기술을 발전시키고, 이는 다시 경쟁을 조장합니다. 따라서 우리는 건강하고 경쟁적인 사회를 만드는 데 중점을 둡니다. 반면 ㉯는 경쟁을 오해로 인한 나쁜 것으로 본다. 오랫동안 경쟁의 기반이 되어온 진화론은 적자 번식이나 생존을 주장하지 않는다. 진화론은 다양성이 생태계의 원동력이라고 말합니다. 즉, 다양성을 죽이는 경쟁을 기피하고 조화로운 삶을 추구하는 것을 강조합니다.",4
경쟁과 관련하여 ㉮와 ㉯는 ㉮가 경쟁사회를 추구하고 ㉯가 경쟁보다 협력사회를 추구한다는 견해 차이를 보인다. ㉮ 경쟁심은 인간의 본능이며 피할 수 없다고 생각합니다. 따라서 이 경쟁의 긍정적인 힘을 어떻게 활용하여 공정한 경쟁을 할 수 있을지 고민해야 한다고 주장한다. 한편 ㉯는 린 마그리스의 공생진화론을 바탕으로 경쟁보다는 공존과 상생을 통한 공동체의 사회가 삶의 가장 큰 가치라고 믿는다. 따라서 경쟁의 시대는 뒤쳐져 있으며 공동체 생활을 통한 공존과 화합의 필요성을 주장하고 있습니다.,3
제안 ㉮와 ㉯는 경쟁에 대해 상반된 견해를 가지고 있습니다. ㉮는 경쟁이 따라야 한다고 생각하고 ㉯는 경쟁을 배제해야 한다고 생각합니다. ㉮ 경쟁을 피할 수 없는 것으로 보고 사람들에게 동기를 부여하는 긍정적인 관계로 보았다. 따라서 적절한 경쟁 방법을 찾는 것이 필요합니다. 한편 ㉯에 따르면 다양성을 추구하고 생존하기 위해서는 경쟁보다는 공생의 자세가 필요하다. 획일성과 불평등은 경쟁에 의한 것이기 때문에 다윈의 진화론과 같이 변화하는 세상에서 공존의 논리에 바탕을 두어야 합니다.,3
㉮ 현대사회에서 경쟁은 끝이 없으니 경쟁에서 좋은 점을 배워야 한다고 했다. 약자와 육신의 경쟁이 계속되는 사회에서 살기 위해서는 우리 모두가 우리의 경쟁체제가 공정한 경쟁이 되도록 노력해야 합니다. 반면 ㉯는 승자와 패자가 강자와 약자의 높고 낮음으로 나뉘는 경쟁체제가 잘못된 것이라고 생각한다. ㉯는 진화론에 입각하여 약자와 강자의 경쟁체제보다 중상(上中) 정신의 단합과 조화가 낫다고 주장한다. 공정한 경쟁을 추구하는 것도 좋지만 경쟁보다는 공존을 먼저 선택하는 것이 좋습니다.,3
"정의된 대상이나 가치를 가지고 서로를 획득하기 위해 구성원 간에 경쟁이 발생합니다. ㉮ 명제는 경쟁은 인간의 본능이며 경쟁은 인간에게 필수적임을 강조한다. 경쟁을 거부하는 사람들은 경쟁이 개인의 성장을 위한 기회라고 주장합니다. 또한 공정하게 경쟁할 수 있는 방법을 찾는 것을 옹호합니다. 제선 ㉯ ㉮처럼 우리도 경쟁이 불가피하다는 데 동의한다. 한편, 여러 생명체가 경쟁보다 공생을 선택하고 공존해야 한다는 점에서 ㉮와 다르다.",3
프레젠테이션 ㉮와 ㉯는 경쟁에 대해 서로 다른 견해를 보여줍니다. 제안서에는 경쟁이 불가피한 요소이므로 거절보다 경쟁을 잘 활용하고 타인과의 긍정적인 상호작용을 통해 활용하는 것이 중요하다고 명시되어 있습니다. 제안은 생존에 의한 진화가 생물다양성을 위한 경쟁 방향으로의 진화보다 낫다고 주장합니다. 이로써 Jesse-Chand ㉯의 입장에서 ㉮는 ㉮가 경쟁을 추구함으로써 관계를 해친다고 생각한다. 그러나 ㉮의 입장에서는 적절하지 않다. ㉮의 관점에서 경쟁은 약자를 죽이는 것이 아니라 미래를 위해 서로 격려하는 것으로 본다.,2
"㉮은 현대 사회에서 경쟁은 사라지지 않고 따라서 우리는 경쟁을 통해 얻을 수 있는 긍정적인 점을 배워야 한다고 말합니다. 약자와 육신의 경쟁이 계속되는 사회에서 살기 위해서는 우리 모두가 공정하게 경쟁해야 합니다. 한편 ㉯는 승자와 패자가 번갈아가며 강자와 약자가 우월하고 열등한 경쟁체제가 불공평하다고 생각한다. ㉯는 진화론에 입각하여 약자 육강자의 경쟁체제보다 상중(上中) 정신의 공존과 조화가 옳다고 주장한다. 공정한 경쟁을 실천하는 것도 좋지만, 본래의 경쟁보다는 공존을 선택하는 것이 옳습니다.",3
"㉮와 ㉯는 경쟁에 대해 ㉮은 경쟁사회를 추구하는 한편, ㉯는 경쟁보다는 커뮤니티 사회를 추구하는 견해의 차이를 보인다. ㉮는 경쟁심은 인간의 본능이며 피할 수 없다고 판단한다. 따라서 이러한 경쟁의 긍정적인 힘을 활용하여 공정한 경쟁을 추구하는 방법에 대해 걱정해야 한다고 주장한다. 한편 ㉯은 린 마그리스의 공생진화론에 근거해 경쟁이 아닌 공존과 상부상조를 통한 커뮤니티 사회가 인생의 최대 가치라고 판단한다. 따라서 경쟁시대는 뒤떨어져 공존과 공동체 생활을 통한 단결의 필요성을 주장하고 있다.",3
"프레젠테이션 ㉮와 ㉯는 경쟁에 대한 다른 견해를 보여줍니다. 제안서는 경쟁이 불가피한 요소이며, 그것을 부정하는 것보다 더 잘 사용하고 다른 사람들과 긍정적인 상호 작용을 할 필요가 있다고 말합니다. 이 논문은 공존에 의한 진화가 생물다양성을 위한 경쟁 방향으로 진화하는 것보다 더 낫다고 주장한다. 이를 통해 제시문의 입장 ㉯ ㉮는 ㉮가 경쟁을 구함으로써 관계를 악화시킨다고 생각한다. 그러나 ㉮의 관점에서는 적절하지 않다. ㉮의 관점에서 보면 경쟁은 약자를 파멸시키는 것이 아니라, 미래를 위해 서로에게 동기를 부여하는 것으로 본다.",2
"제시문 ㉮와 ㉯는 모두 경쟁이 불가피하게 보인다는 점을 인정하고 있지만 경쟁을 바라보는 관점에서 차이를 보이고 있다. ㉮은 경쟁을 적대시하는 것보다 경쟁의 긍정적인 측면을 배우고 공정한 경쟁을 추구하기 위해 고민하는 자세가 필요하다고 말한다. 그러나 ㉯은 경쟁보다 공생하는 것이 생명체가 살아가는 보다 좋은 환경을 확보해주는 것에 획일성보다는 다양성, 화합의 태도에 주목한다. 결국 ㉮는 경쟁사회에서 이를 회피하는 것이 아니라 긍정적인 방향으로 발전시켜 나가는 것에 대해 걱정하는 것에 초점을 맞추고 있는 반면, ㉯는 경쟁보다 더 효과적인 방법으로 한 공존을 통해 다양성을 실현하는 것을 강조한다.",4
"제안 ㉮와 ㉯는 경쟁에 대해 상반된 견해를 가지고 있습니다. ㉮는 경쟁이 계속되어야 한다고 생각하고 ㉯는 경쟁을 배제해야 한다고 생각합니다. ㉮ 경쟁을 사람들에게 동기를 부여하는 불가피하고 긍정적인 상호작용으로 보았다. 따라서 합리적인 경쟁 방법을 찾는 것이 필요합니다. 한편, ㉯에 따르면 다양성을 추구하고 더불어 살기 위해서는 경쟁이 아닌 공생의 자세가 필요하다. 화합과 불평등은 경쟁에서 생겨나기 때문에 다윈의 변화하는 세계에서의 진화론처럼 공존의 논리에 바탕을 두어야 한다.",3
"㉮, ㉯ 모두 경쟁이 불가피해 보인다는 점은 인정하지만, 경쟁을 바라보는 관점에서 차이를 보인다. ㉮ 공정한 경쟁을 하기 위해서는 반경쟁적이기 보다는 경쟁의 긍정적인 면을 배우고 생각하는 것이 필요하다고 말한다. 그러나 ㉯는 경쟁보다는 공존이 생명체가 살기 좋은 환경을 확보하는 획일성보다는 다양성과 조화를 중시한다. 결국 ㉮는 경쟁사회에서 회피하기 보다는 긍정적인 방향으로 발전을 고민하는 데 초점을 맞추는 반면, ㉯는 경쟁보다 더 효과적인 방법으로 공존을 통한 다양성의 실현을 강조한다.",4
"모든 이론은 자원이 한정되어 있기 때문에 인간 사회에서 필연적으로 경쟁이 발생한다고 믿습니다. 그러나 궁극적으로 추구하는 삶의 방식에 대해서는 서로 다른 견해를 가지고 있습니다. 첫째, ㉮는 경쟁이 이해관계자에게 긍정적인 영향을 미치기 때문에 경쟁을 추구해야 한다고 생각합니다. 경쟁은 강자와 약자가 서로를 알아가고 성취와 노력에 대한 개인의 욕구를 증가시키기 위한 것입니다. 반면 ㉯는 경쟁보다는 공존을 추구할 필요성을 인식하고 있다. 진화론에서 생명체가 공존을 통해 번성했듯이 인류는 존중과 자립을 바탕으로 공동의 웰빙을 추구해야 합니다.",4
"생존경쟁에 대한 ㉮와 ㉯의 의견을 비교할 수 있습니다. 두 명제는 경쟁이 인간에게 불가피하다는 것을 인정합니다. 그러나 경쟁과 솔루션에 대한 관점은 다릅니다. 첫째, ㉮는 경쟁을 긍정적으로 본다. 경쟁은 생존 본능이자 인간 성장의 수단이기 때문이다. 한편, 경쟁에서 약자를 선택하는 문제를 해결하기 위해서는 선의의 경쟁과 공정한 경쟁이 필요하다. 반면 ㉯는 경쟁을 부정적으로 본다. 경쟁은 상생을 통한 상생정책을 저해하기 때문이다. 한편, 약한 경쟁의 문제를 해결하기 위해서는 다양성과 조화를 존중하는 공생 전략이 필요합니다.",4
"㉮와 ㉯는 경쟁에 대한 오해를 의미하지만, 경쟁을 지켜보는 것의 중요성은 다릅니다. 즉, 경쟁이 서로를 배제하기 때문에 그 자체로 부정적으로 보는 사람들이 있다. 이것은 오해이고 경쟁이 서로의 노력의 원동력이라고 생각합니다. 동시에 미래에는 경쟁이 불가피할 것이며, 공정한 경쟁을 어떻게 추구할 것인가에 대한 고민도 중요하다. ㉯ 사람들은 진화론을 경쟁에만 초점을 맞추는 오류를 범한다고 하는데, 사실 진화론은 진화의 원동력이 경쟁이 아니라 다양성과 공존이라고 보는 이론이다. 다양성과 공존이 중요한 가치가 되는 시대가 되지 않을까 생각합니다.",4
"모든 제안은 자원이 제한되어 있기 때문에 인간 사회에서 경쟁이 불가피하다고 믿습니다. 그러나 그들은 결국 추구하는 라이프 스타일에 대해 다른 관점을 가지고 있습니다. 첫째, 경쟁은 참가자들에게 긍정적인 영향을 미치기 때문에 경쟁이 추구되어야 한다고 믿는다. 경쟁은 강자와 약자가 서로를 인정하고 성취와 노력에 대한 개인의 욕구를 증가시키는 것입니다. 한편, 경쟁을 넘어 공존을 추구해야 할 필요성을 봅니다. 진화론에서 생명체가 공존하여 번영하는 것처럼 인류는 상호 존중과 의존을 바탕으로 공동 번영을 추구해야 합니다.",4
"제한된 물질 또는 가치로 서로를 획득하기 위해 회원 간에 경쟁이 발생합니다. ㉮ 명제는 경쟁은 인간의 본능이며 경쟁은 인간에게 필수적임을 강조한다. 경쟁이 개인의 성장을 위한 기회라는 것을 소홀히 하여 경쟁을 거부하는 사람들을 비판합니다. 그는 또한 우리가 공정하게 경쟁할 수 있는 방법을 찾아야 한다고 주장합니다. 제시 ㉯ ㉮처럼 우리는 경쟁이 불가피하다는 것을 인식합니다. 한편, 삶의 여러 장소가 경쟁보다는 공생을 선택하고 공존해야 하는 경우를 제시한다는 점에서 ㉮와 차이가 있다.",3
" ㉮와 ㉯는 경쟁에 대한 오해를 설명하고 있지만 경쟁을 보는 중요도가 다르다. ㉮는 경쟁을 서로 배척하게 하는 그 자체로 부정적인 것으로 인식하는 사람이 있다고 한다. 이는 오해이며 경쟁은 서로를 노력하게 하는 원동력이라고 본다. 또 경쟁은 앞으로도 불가피할 것이며 공정한 경쟁 추구 방법을 고찰하는 것이 중요하다고 한다. ㉯는 사람들이 진화론을 경쟁에만 주목하는 잘못을 하는데, 사실 진화론은 진화의 원동력이 경쟁이 아니라 다양성과 공존이라고 본 이론이라 한다. 앞으로는 다양성과 공존이 중요한 가치가 되는 시대가 될 것이라 본다. ",4
경쟁과 관련하여 ㉮와 ㉯는 ㉮가 경쟁사회를 추구하고 ㉯가 경쟁보다는 사회사회를 추구한다는 개념에서 차이를 보인다. ㉮는 경쟁심은 인간의 본능이며 피할 수 없다는 결론을 내린다. 따라서 이번 대회의 좋은 힘을 어떻게 활용하여 공정한 경쟁을 펼칠지 고민해주시길 당부드립니다. 한편 ㉯는 린 마그리스의 공생진화론을 바탕으로 경쟁이 아닌 공존과 상생을 통한 사회공동체가 세상에서 가장 큰 가치라고 결론지었다. 이처럼 경쟁의 시대는 쇠퇴하고 있으며 사회생활에서의 상생과 단합을 위한 투쟁도 쇠퇴하고 있다.,3
"생존경쟁에 대한 ㉮와 ㉯의 견해를 비교할 수 있습니다. 두 명제는 경쟁이 인간에게 불가피하다는 것을 인식합니다. 그러나 경쟁과 솔루션에 대한 인식에 대해서는 서로 다른 견해를 가지고 있습니다. 첫째, ㉮는 경쟁을 긍정적으로 인식한다. 경쟁은 인간에게 필수적인 생존 본능이자 성장 수단이기 때문이다. 한편, 경쟁에서 약자를 선택하는 문제를 해결하기 위해서는 선의의 경쟁과 공정한 경쟁이 필요하다. 반면 ㉯는 경쟁을 부정적으로 인식한다. 경쟁은 상생과 상생의 전략을 방해하기 때문이다. 한편, 약한 경쟁의 문제를 해결하기 위해서는 다양성과 조화를 존중하는 공생 전략이 필요합니다.",4
"㉮는 경쟁을 우리 삶의 필수 불가결한 부분으로 보고, 미래에도 우리 사회에서 경쟁이 계속됨에 따라 공정한 경쟁을 추구하는 방법에 대해 고민해야 한다고 주장하고, ㉯에서는 진화론을 언급한다고 합니다. 경쟁구조를 설명하면서 경쟁이 아닌 상생의 논리에 입각하여 미래에는 세상이 변하고 경쟁의 시대가 도래하고 상생의 시대가 도래한다고 한다.",2
"㉮와 ㉯가 대회에 대한 오해를 설명하지만 대회를 보는 것의 중요성은 다르다. 경쟁은 서로를 배제하기 때문에 그 자체로 부정적으로 인식하는 사람들이 있다고 한다. 이것은 오해이고 경쟁이 서로의 노력의 원동력이라고 생각합니다. 또한 미래에는 경쟁이 불가피할 것이며, 공정한 경쟁을 어떻게 추구할 것인지 고민하는 것도 중요합니다. ㉯ 사람들은 진화론을 경쟁에만 치중하는 실수를 저지른다고 하는데, 사실 진화론은 진화의 원동력이 경쟁이 아니라 다양성과 공존이라고 보는 이론이다. 다양성과 공존이 중요한 가치가 되는 시대가 될 것이라고 생각합니다.",4
"㉮과 ㉯의 생존을 위한 경쟁에 대한 견해를 비교할 수 있다. 두 가지 제안 모두 인간에게 경쟁이 불가피하다는 것을 인정합니다. 그러나 경쟁에 대한 인식과 해결책에 대해서는 다른 견해를 보인다. 우선, ㉮는 경쟁을 긍정적으로 인식한다. 경쟁은 인간에게 생존을 위한 필수 본능이자 성장수단이기 때문이다. 한편 경쟁의 약자 도태 문제를 해결하기 위해서는 선의의 경쟁과 공정한 경쟁이 필요하다. 한편, ㉯는 경쟁을 부정적으로 인식한다. 경쟁은 공존에 의한 상부 상조 전략을 방해하기 때문이다. 한편 경쟁의 약류 강식 문제를 해결하기 위해서는 다양성과 화합을 존중하는 공생전략이 필요하다.",4
"㉮와 ㉯는 경쟁에 대한 오해를 보여주지만 경쟁을 보는 것의 중요성은 다릅니다. 경쟁은 상호 배타적이기 때문에 그 자체로 부정적이라고 생각하는 사람들이 있다고 한다. 이것은 오해이고 경쟁이 서로의 노력의 원동력이라고 생각합니다. 또한 앞으로 경쟁은 불가피할 것이며, 공정한 경쟁을 어떻게 촉진할 것인지에 대한 고민도 중요하다. ㉯ 사람들은 진화론을 경쟁에만 집중하는 실수를 저지른다고 하는데, 사실 진화론은 진화의 원동력이 경쟁이 아니라 변이와 공존이라고 보는 이론이다. 다양성과 공존이 중요한 가치가 되는 시대가 되지 않을까 생각합니다.",4
프레젠테이션 ㉮와 ㉯는 경쟁에 대해 서로 다른 견해를 보여줍니다. 경쟁은 피할 수 없는 요소이므로 부정하는 것보다 활용하고 타인과 긍정적인 상호작용을 하는 것이 바람직하다고 제안한다. 이 논문은 생물다양성을 위한 경쟁을 통한 진화보다 공존을 통한 진화가 더 낫다고 주장한다. 이처럼 문 제시의 입장 ㉯ ㉮는 ㉮가 경쟁을 추구함으로써 관계를 악화시킬 것이라고 생각한다. 그러나 ㉮의 관점에서 이것은 적절하지 않다. ㉮의 관점에서 경쟁은 약자를 제거하는 것이 아니라 미래를 개선하기 위해 서로에게 동기를 부여하는 것으로 간주됩니다.,2
"㉮는 경쟁을 떼려야 뗄 수 없는 우리 삶의 일부로 보고, 미래에도 우리 사회에서 경쟁이 계속됨에 따라 공정한 경쟁을 보장할 수 있는 방안에 대해 고민할 필요가 있다고 주장하고, ㉯는 경쟁을 떼려야 뗄 수 없는 요소로 본다. 경쟁구조를 설명할 때 언급한 진화론은 경쟁이 아닌 공존의 논리에 바탕을 두고 있으며, 미래에는 세상이 변하고 경쟁의 시대가 도래하며, 화합의 시대가 도래한다고 한다. 그리고 공존이 올 것입니다.",2
제시문은 모두 자원이 한정되어 있기 때문에 인류사회에서 경쟁이 필연적으로 발생한다고 보고 있다. 그러나 최종적으로 추구하는 생활 방식에는 다른 시점을 보이고 있다. 우선 ㉮은 경쟁이 참가자에게 긍정적인 영향을 주었기 때문에 경쟁을 추구해야 한다고 보고 있다. 경쟁은 강자와 약자가 서로를 인정하고 개별 성취욕과 노력을 높이기 위해서다. 한편 ㉯은 경쟁을 넘어 공존을 추구해야 한다고 보고 있다. 진화론에서 생물이 공존을 통해 번영한 것처럼 인류도 상호존중과 의존에 근거하여 공동번영을 추구해야 한다는 것이다.,4
"㉮ 경쟁은 우리 삶에서 떼려야 뗄 수 없는 불가분의 관계로 봅니다. 미래에 우리 사회에서 경쟁이 계속되는 동안 ㉯는 경쟁을 불가분의 관계로 보는 반면, 공정하게 경쟁할 수 있는 방법을 고민할 필요가 있다.경쟁의 구조를 설명할 때 언급한 진화론은 공존이 아닌 공존의 논리에 기반을 두고 있다고 한다. 그리고 세상은 미래에 바뀔 것이라고 한다 경쟁의 시대가 도래할 것입니다. 화합과 공존의 시대 공존이 올 것이다",2
"모든 제안은 자원이 제한되어 있기 때문에 인간 사회에서 필연적으로 경쟁이 발생한다고 믿습니다. 그러나 궁극적으로 추구하는 라이프 스타일에 대한 관점은 다릅니다. 첫째, ㉮는 경쟁이 참여자에게 긍정적인 영향을 미치기 때문에 경쟁을 추구해야 한다고 생각한다. 경쟁은 강자와 약자가 서로를 인정하고 성공과 노력에 대한 개인의 욕구를 높이는 것입니다. 반면 ㉯는 경쟁을 넘어 공존을 추구해야 한다고 본다. 진화론에서 생명체가 공존을 통해 번성했듯이 인류는 상호존중과 의존을 바탕으로 공동번영을 추구해야 한다.",4
"㉮와 ㉯는 경쟁에 대해 상반된 견해를 가지고 있습니다. ㉮ 경쟁을 긍정적인 상호작용으로 본다. 남과 경쟁하고 싶은 욕망은 인간의 본성이며 사회의 원동력입니다. 경쟁은 개인의 능력을 최대로 끌어올리고, 이는 다시 경쟁을 유발합니다. 이러한 이유로 우리는 건강하고 경쟁력 있는 경쟁 사회를 만들 것을 주장합니다. 반면 ㉯는 경쟁을 오해에서 비롯된 부정적인 현상으로 본다. 오랫동안 경쟁의 근간이 되어온 진화론은 적자생존이나 양육을 주장하지 않는다. 진화론은 다양성이 생태계의 원동력이라고 주장합니다. 즉, 다양성을 죽이는 경쟁을 피하고 공존의 삶을 추구하는 것을 강조합니다.",4
"㉮에서는 경쟁을 우리의 삶에서 분리할 수 없는 피할 수 없는 것으로 보고, 앞으로도 우리 사회에서 경쟁이 계속되므로 공정한 경쟁을 추구하기 위한 방식을 고민할 필요가 있다고 주장하고 있는 반면 , ㉯에서는 종종 사회에서 나타나는 경쟁구도를 설명할 때 언급되는 진화론이 경쟁보다는 공존의 논리에 근거하고 있다고 하며, 향후 세계가 변화하고, 경쟁의 시대는 가서 서로 화합하고 공존하는 공존 의 시대가 온다고 말하고 있다.",2
프레젠테이션 ㉮와 ㉯는 경쟁에 대한 다른 견해를 보여줍니다. 제안서는 경쟁이 불가피한 요소이기 때문에 경쟁을 부정하는 것보다 잘 활용하고 타인과 긍정적인 상호작용을 하는 것이 필요하다고 명시하고 있다. 제안은 공존을 위한 진화가 생물다양성을 위한 경쟁 방향으로의 진화보다 더 낫다고 주장합니다. 이를 통해 제시문 ㉯의 입장에서 ㉮는 ㉮가 경쟁을 추구하여 관계를 악화시킨다고 생각한다. 그러나 ㉮의 관점에서 이것은 적절하지 않다. ㉮의 관점에서 경쟁은 약자를 도태하는 것이 아니라 다른 사람들이 미래를 추진하도록 동기를 부여하는 것으로 간주됩니다.,2
