essay,score
"학교에서 아이들 사이에 벌어지는 혐오문화가 잘못된 행동임을 인지해도 반기를 들지 못하는 상황이 서술된다. 이는 타인이 오답임을 알았음에도 주목이 두려워 대부분이 다수의 의견을 따르는 실험 결과와 상황이 일치한다. 이러한 점은 종종 소수의 반기가 사회 결속을 악화시키는 일탈로 규정되기 때문인데, 때로는 일탈이 사회 변화를 야기시키기도 한다. 규범이 약화되었을 때, 일탈 집단을 형성하면 학습을 하고 이를 통해 서로를 동화시켜 일탈 행동을 하게 되므로 아이들은 일탈 집단을 먼저 형성해야한다. ",2.0
제시문 ㉮는 현재 대들 사이에서 혐오문화가 널리 퍼져있는 문제상황을 제시한다. 제시문 ㉯에선 사회에서 규범이 약하거나 없으면 개인은 일탈 행동을 하게되고 행동은 금방 전염이 된다는 내용을 담고 있다. 그래서 청소년들 사이에서 혐오문화가 퍼진 것도 혐오라는 일탈 행위가 널리 퍼진 것으로 볼 수 있다. 제시문 ㉰는 주변 다른 사람들이 잘못된 대답을 하면 그것이 잘못된 답임을 알면서도 동조하게 된다는 심리실험의 결과를 담고있다. 같은 원리로 혐오문화를 거부하는 학생들도 잘못됨을 알면서 같이 어울리거나 침묵하게 되는 것이다. ,2.0
㉯에 따르면 ㉮에서 청소년들은 차별과 혐오 표현을 사용해도 제재를 받지 않기 때문에 청소년들의 문화로 자리 잡게 된 것을 알 수 있다. 청소년들은 혐오 표현을 사용하는 친구들과 어울리면서 일탈 행동을 습득하게 된다. 많은 청소년들이 차별과 혐오스러운 말을 하면서 혐오 표현이 정당화되는 것을 알 수 있다. ㉰에서 대부분의 사람들은 다수와 자신의 의견이 불일치할 경우 반기를 들지 않고 다수의 의견을 따르는 것처럼 ㉮에서 혐오 표현을 사용하는 것이 적절하지 않다고 생각하는 청소년들도 결국에 다수의 행동을 따라하면서 일탈 행동의 구성원이 된다. ,2.0
" ㉮에서는 과거부터 이어온 청소년들의 혐오문화의 심각성이 나타나고 있다. 스마트폰, 인터넷 등 정보통신의 발달로 더욱 심화되었으며 이 문화에 반발하지 못하고 동조하고 있다. ㉯는 사회규범의 약화와 주도적 규범의 부재상황에서 집단과의 접촉을 통해 동화됨으로써 일탈이 발생한다고 주장한다. 이는 청소년들의 혐오문화가 학교라는 작은 사회 내 접촉을 통해 확산된다는 ㉮의 상황과 일맥상통하다. ㉰는 다른 참가자들의 답이 오답인걸 알면서도 반대의견을 피력하지 못하고 다수의 의견을 따르고 있다. 이는 ㉮에서 혐오 표현을 거부하지 못하고 오히려 익숙해지는 상황에 대응되는 것이다. ",2.0
청소년들이 과거와 더불어 현재까지도 차별과 혐오를 문화로 즐기고 있다. 청소년들은 혐오문화가 옳지 않은 행위임을 인식하면서도 혐오표현에 대해 인정하지 않으면 이상한 사람 취급을 당한다. ㉯의 차별교제이론에 따르면 이러한 일탈행동은 일탈행동을 하는 사람과 접촉하면서 학습되며 이는 학교와 같은 작은사회에서 혐오문화가 주류문화가 되는 이유이다. 그리고 ㉰의 실험을 통해 용기가 없다면 주류의견에 반대의견을 낼 수 없는 현실을 보여주며 일탈행동이 지속되는 이유를 보여준다. ,2.0
"제시문 ㉮의 청소년들 사이에서 일어나는 차별과 혐오 표현의 유행은 혐오 표현의 사용이 옳지 않다는 사회적 규범에 대한 일탈이다. ㉯에서 제시된 뒤르켐의 주장에 따라, 이러한 일탈은 스마트폰의 보급으로 일어난 sns 및 인터넷 방송의 이용률 증가가 자극적인 콘텐츠들의 성행으로 이어져 무너지게 된 사회적 규범의 결과이다. 또, ㉯의 차별 교제 이론과 ㉰의 심리 실험을 바탕으로 분석한다면 이런 청소년들의 일탈에 대해 불편함을 느끼는 학생들도 그들과 접촉하는 과정에서, 또는 다수의 의견을 따라야 한다는 심리에 의해 일탈 행동에 동화된다. ",2.0
"제시문 ㉯를 바탕으로 제시문 ㉮를 보았을 때, 인터넷의 폐혜로 만들어진 혐오문화는 바람직하지 못한 것이지만 이에 맞는 명확한 규범이 없어 통제하기 어렵다는 것이다. 또한 사람들은 이러한 일탈 행동에 스며들어 주도성을 잃게된다. 이와 마찬가지로 제시문 ㉰를 바탕으로 제시문 ㉮를 보면, 혐오문화가 잘못되었다는 것을 알고있지만 반대 의견을 표출했을 때의 파장이 두려워 자신의 의견을 당당하게 내세우지 못한다는 것이다. ",2.0
제시문㉮는 대 교실 속에 잡힌 혐오표현 인식을 제시하고 있다. 제시문㉯에서 일탈 행동을 하는 개인이나 집단에 동화된다는 것을 알 수 있다. 제시문㉮와 같이 혐오 표현에 불편함과 상처를 받은 아이들은 혐오 표현 하는 아이들과 접촉되어 동화되는 것을 볼 수 있다. 제시문㉰는 실험자들이 자신의 선택과 다르게 다수의 의견을 따르는 심리 실험을 보여준다. 제시문㉮와 같이 학생들이 혐오 표현 사용이 잘못된 것을 알아도 다수가 혐오 표현을 사용하므로 그저 교실에서 사용되는 혐오 표현을 묻어가며 묵인하는 것을 보여준다. ,2.0
"제시문 ㉮에 따르면, 아이들은 소셜 미디어에서 기하급수적으로 형성된 혐오표현을 사용한다고 말한다. 집단 내에서 혐오 표현을 동조하지 않으면 되려 반감 드는 상황이 만들어진다. 이것은 일탈 행동 폐해라고 볼 수 있다. 같은 집단에서 어떠한 행동 하나가 사회적 규범 성격이 강하지 않다고 생각되면 대 아이들처럼 거부감 표시를 하는 것도 할 수 없는 것이다. 그렇게 서로 혐오표현을 사용하는 과정에서 잘못된 행동이라도 그들 따라 맞춰 나간다. 이로써 제시문 ㉰의 실험 속에서 참가자들이 다수의 의견을 따른 것 또한 집단의 압력 때문이라고 볼 수 있다. 청소년들과 참가자들이 반대 의견을 낸다면 집단 내에서 외면 받는다. 사람들은 옳지 않은 행동이라 인지하여도 다수와 다른 의견을 내는 것이 집단에서의 잘못된 행동이라고 생각한다. ",2.0
"제시문 ㉯에 따르면 규범이 약한 사회에서 벌어지는 일탈 행위는, 그러한 행동을 보이는 사람과 접촉하는 것으로 학습된다. 이는 제시문 ㉮에서 언급한 대로 인터넷 커뮤니티의 혐오 문화를 접촉할 기회가 많아진 대가 그런 문화에 잠식된 현상의 원인으로 볼 수 있다. 제시문 ㉰에서는 대다수의 사람이 거짓을 말할 때 진실 대신 다수의 의견을 따르는 심리를 보여주는 실험을 제시하였다. 이는 제시문 ㉮의 혐오 문화에 거부감을 느끼면서도 학교라는 사회에서 배척받고 싶지 않아 침묵하는 학생들의 심리와 일맥상통한다. ",2.0
"㉮를 보면 규제 없는 인터넷 방송의 증가로 인해 혐오 문화가 대에게 퍼졌다. ㉯의 뒤르켐에 따르면 사회적 규범의 약화와 사람들과의 접촉을 통해 일탈 행동이 발생한다. ㉮의 학생들은 사회규범의 약화, 계속되는 사람들과의 접촉으로 인해 혐오 문화가 더 확산되었다. ㉰에서 진짜 참가자는 정답을 알고 있다. 하지만 앞사람들이 오답을 말하자 본인도 다수 의견에 따랐다. 이 실험의 결과는 ㉮에서 혐오 문화가 잘못된 것을 알고 있어도 넘어가는 학생들의 모습과 유사하다. ",2.0
"㉮는 정보화 시대의 여파로 대의 교실에 혐오문화가 팽배해진 상황을 보여준다. 이런 혐오문화는 일탈 행위로 규정할 수 있는데, 이는 사회 규범과 기대를 벗어나 사회 통합을 저해하기 때문이다. ㉯의 뒤르켐은 사회 규범의 약화나 부재가 일탈 행위를 낳는다고 보았다. 즉, 정보화 시대 속 모호해진 사회 규범이 혐오문화의 원인이다. 또한 주변의 혐오 사용은 다른 이들을 학습시켜 혐오문화를 확산시킨다. 이로 인해 혐오문화가 일상이 된 사회에서는 ㉰의 심리 실험처럼 반대 의견을 내기 힘들다. 따라서 이 문화의 피해자들은 더욱 소외된다. ",2.0
"㉮에서는 혐오 표현이 주류 문화로 자리잡으면서 불편함과 거부감을 호소하면서도 쉽사리 반기를 들지 못하는 학생들이 있음을 드러내고 있다. ㉯는 ㉮에서 나타나는 혐오 표현을 일탈 행동으로 보았을 때, 혐오 표현은 자정과 제 없는 개인 인터넷 방송의 증가, 즉 사회 규범의 약화로 인해 나타났다고 볼 수 있다. 또한 그러한 행동을 보이는 사람과 접촉하면서 혐오 표현이 전파되었음을 보여준다. 반면 ㉰에서는 다수의 의견에 묻어가는 현상에 대해 이야기한다. 이는 불편함과 거부감을 호소하는 학생들 역시 다수의 의견이 맞아서 따르는 것이 아니라 그저 묻어가려고 한다는 것을 드러내고 있다. ",2.0
나는 차별 교제 이론을 설명한다. 일탈 행동은 집단이나 사람들과의 접촉을 통해 학습된다는 것이다. 다는 한 개인이 다수의 의견에 동조하는 현상을 실험한다. 참가자들의 과반수는 오답을 대답하는 다수를 의심하면서도 그들을 의견을 따라간다. 이는 한 개인은 도덕할 지라도 이러한 개인들로 구성된 집단은 부도덕할 수 있다는 것을 의미한다. 나에 따르면 가의 청소년 혐오 문화는 인터넷 커뮤니티에서의 상호작용을 통해 학습된 것으로 볼 수 있다. 또한 가의 청소년들은 혐오가 잘못된 것임을 알면서도 다수의 분위기에 동조하는데 이는 다의 실험으로 이해할 수 있다. 도덕적인 개개인이 모일지라도 비도덕적인 집단이 형성될 수 있다는 것이다. ,3.0
" ㉮에는 혐오문화가 청소년들에게 유행하고 있고, 이를 거부할 수 없는 아이들의 상황이 제시되고 있다. ㉯의 관점에서 볼 때 ㉮의 상황이 나타난 이유는 인터넷 문화에 대한 사회적 규범 부재 때문이다. 뒤르켐이 사회적 규범이 약화될 때 개인이 일탈 행동을 하게 된다고 한 것처럼, 인터넷 커뮤니티와 문화에 대한 규제가 없었기 때문에 차별과 혐오라는 부정적 문화가 만연하게 된 것이다. ㉰에는 다수의 의견과 자신의 의견이 다를 경우 자신의 의견을 관철하기 어렵다는 심리 실험을 보여준다. ㉮의 아이들이 혐오문화를 선호하지 않지만 다수의 아이들이 혐오 문화를 즐기기 때문에 마지못해 혐오문화에 참여하게 되는 것이다. ",3.0
"㉮는 규제 없는 스마트폰 사용과 인터넷 방송으로 인해 청소년들 사이에서 혐오 표현이 무분별하게 사용되는 상황을 보여준다. 이러한 상황은 제시문 ㉯와 ㉰를 통해 분석할 수 있다. 뒤르켐에 의하면 사회 규범의 약화로 인해 일탈 행동이 발생하고, 사람들과의 접촉으로 일탈 행동이 확산된다. 따라서 ㉮의 상황은 마땅한 규제가 없는 학교에서 또래 간의 접촉을 통해 혐오 표현이 확산된 것으로 볼 수 있다. 한편, ㉰의 실험 참가자는 정답을 알고 있음에도 불구하고 다수의 의견인 오답을 선택했다. 이는 집단 내 다수의 의견과 상반된 의견을 제시함에 따라 발생할 수 있는 차별적인 시선에 의한 것이라고 볼 수 있다. 따라서 ㉮에 나타난 혐오 표현에 불쾌함을 느낌에도 이를 묵인하는 청소년들의 모습이 이와 유사하다. ",2.0
"㉮는 인터넷과 스마트폰의 확산으로 청소년들 사이에 혐오문화가 급격하게 자리잡고 있음을 말한다. 이 때문에 혐오 표현을 즐기지 않는 아이들도 맞장구 치며 즐기게 되는 일이 허다하다는 사실을 전달한다. ㉯는 일탈 행동을 하는 사람들과 접촉하여 동화되는 것을 사회 구성원이 일탈 행동을 하게 되는 이유로 들었다. ㉰는 실험을 통해 사람은 타인과 다른 생각을 가지고 있음에도 대체로 다른 이들이 하는 것을 모방하게 된다는 것을 밝혔다. ㉯와 ㉰를 토대로 ㉮의 상황을 바라보면 주변 친구들이 혐오 표현을 사용하고, 그들에게 동화되기 때문에 확산되는 것이라고 볼 수 있다. ",2.0
㉮의 청소년들에게는 혐오문화가 자리 잡혀 있다. 이에는 두 가지 원인이있다. 첫째급격 한 보급 및 개인 인터넷 방송의증가이다. ㉯의차별 교제 이론에따르면통해 일탈 행동은학습된다. 청소년들은스마트폰 등으로써 차별과 혐오를 즐기는 일탈 행위에 빈번하게 접촉하여 이에동화되었기에문화가 자리잡게 된것이다. 둘 째가진 아이들의 소극적행동이다. ㉰에따르면다수 의견에 묻어가려고 하는 경향이 있다. 혐오 문화에 불편함을 겪는 아이들은 이러한 경향에 따라 다수 의견에 반대하지 않고 묻어가며 소극적으로 행동하는것이다. ,2.0
전자기기가 발달하면서 청소년들 사이에서 혐오문화가 나타나기 시작했다. 일부 학생들은 다른 친구들과 어울리기 위해 잘못된 것을 아는데도 묵인하는 경우가 있다. 제시문㉯를 바탕으로 보면 혐오문화는 일탈행동에 속한다. 일부 학생들이 혐오문화를 따르게 되는 이유가 기존의 사람들을 만나며 학습하는 것이라고 보고 있다. 제시문㉰에서 실험의 참가자들은 자신의 의견을 말하기가 어려워 다수의 의견을 따른다고 하였다. 일부 학생들 또한 혐오문화에 대해 잘못되었다고 말할 용기가 없어서 따르게 된 것이다. ,2.0
"일탈 행위는 동화된다. 제시문 ㉯의 차별 교제 이론에 따르면, 바람직하지 않은 행동을 하는 집단과 접하는 과정에서 다른 집단의 구성원들도 일탈 행동을 하게 되기 때문이다. 의 실험은 이러한 동화 현상을 단적으로 보여준다. 실험 참가자가 자신의 의견이 아닌 가짜 참가자로 구성된 다수의 의견을 따른 것이다. 마찬가지로 ㉮에서 청소년 혐오 표현이 확산되고 있는 상황도 같은 맥락에서 분석할 수 있다. 온라인 커뮤니티가 넓어지면서 청소년들 사이에 일탈 집단과의 접촉이 확대되었고, 혐오 표현에 청소년들이 동화되었기 때문이다. 또한 반대 의견을 가지고 있는 청소년들이 자신의 의견을 피력하지 못한 까닭이기도 하다. ",2.0
" ㉮는 청소년들의 혐오문화에 대해 서술하고 있다. 교실에까지 퍼진 혐오문화를 불편해하는 학생들도 분명히 있으나, 이들은 교실에서 소외될까 자신의 의견을 당당히 제시하지 못한다. ㉯에서 일탈 행동은 사회가 무규범 사회가 되거나 규범이 약화되는 경우, 일탈 행동을 하는 사람들끼리 접촉하는 경우에 일어난다. 이는 제재 없는 인터넷 방송의 증가, 교실에서 혐오문화를 조성하는 학생들끼리의 접촉으로 인해 혐오 표현이 쉽게 일어남을 알 수 있다. ㉰에서는 본인의 선택이 맞더라도 개인은 다수의 선택에 순응하는 모습을 보여주는데, 이는 불편함을 쉽게 드러내지 못하는 학생들의 모습을 설명할 수 있다. ",3.0
 ㉮ 제시문은 또래집단 속에서 유행처럼 번져가는 혐오 문화의 문제점에 대하여 이야기하고 있다. ㉯에 나타나는 차별 교제 이론에 따르면 일탈 행동은 타인과의 접촉을 통하여 학습된다. ㉰의 실험에서 절반 이상의 참가자들은 옳은 답이 아닌 다수의 의견인 오답을 말했다. 위 입장에서 ㉮를 보면 학생들이 혐오 표현을 사용하는 것은 다른 학생들과의 교류를 통하여 학습된 행위라는 것을 알 수 있다. 또한 소수의 학생들은 본인이 잘못되었음을 인지하고 있지만 다수의 의견에 반대할 용기를 얻지 못하여서 불편함과 거부감을 표현하지 못한다. ,2.0
" 가는 십대들 사이에서 혐오 문화가 팽배해졌음을 보여준다. 잘못된 문화란 것을 알면서도 혐오 문화를 수용하는 학생들의 태도는 나, 다를 통해 분석할 수 있다. 나의 차별 교제 이론에 따라 학생들은 혐오 표현을 무분별하게 사용하는 일탈 무리와의 접촉을 통해 혐오 문화를 학습하고 동화된다. 그러나 이 문화가 옳지 못하다는 것을 인식하면서도 동조하는 것은다의 다수의 피 실험자들처럼 무리에 묻어가려는 경향이 크기 때문이다. 그 결과 혐오 문화에 대한 자정 작용이 상실되고 소수의 반대 목소리는 묵살된다. ",2.0
제시문 ㉯를 통해 청소년들에게 기대되는 사회적 규범에 벗어나 행동하고 사고하는 일탈행위를 하고있다는 것을 알 수 있다. 이러한 일탈행위의 원인은 청소년들의 또래문화를 규제할 수 있는 규범이 약화되거나 주도적인 규범이 없기 때문이다. 제시문 ㉰ 가짜 참여자들이 정답이 아닌 것을 골랐음에도 불구하고 진짜 참여자가 가짜 참여자들에게 동조되는 현상이 나타났다. 이를 대들의 교실에 적용해 본다면 비교적 다수로 보이고 사회적으로 높은 위치에 있다고 판단되는 학생들에게 소수의 학생들은 반기를 들지 못하고 그저 침묵하게 되는 현상을 설명할 수 있다,2.0
"㉮는 교내 혐오문화에 있어 집단의 영향력을 보여준다. ㉯는 일탈이 사회에 미치는 영향을 제시한다. 이에 따르면, ㉮는 혐오표현 사용 집단과 접촉 및 동조하는 경우가 늘었음에도 학교 규범이 이를 막지 못하여 나타난 결과이다. 그러나 ㉮는 이러한 상황이 교내 차별과 혐오의 실태를 드러냄으로써 문제 해결의 계기를 제공한다고 본다. ㉰는 다수가 개인에 미치는 영향을 보여준다. ㉮에서 혐오 표현을 문제시하는 일부 학생들은 군중 심리로 인해 자신의 생각에 대한 불확실성을 가진다. 이는 결과적으로, 학생들이 집단의 경향에 따르게끔 한다. ",2.0
" ㉮에 제시된 상황은 ㉯에서 소개한 차별 교제 이론과 ㉰의 심리 실험을 통해 설명할 수 있다. ㉯에서 뒤르켐에 따르면, 사회 구성원은 일탈 행동을 하는 집단과의 접촉을 통해 그들과 동화되어 사회적 규범에서 벗어난 행동을 한다. ㉰의 실험 참가자들은 자신의 의견을 관철하기보다는 주로 다수의 의견을 따르는 경향을 보였다. ㉮에 따르면, 개인 인터넷 방송과 인터넷 커뮤니티의 혐오 문화에 무분별하게 노출된 학생들은 혐오 표현을 습득하고 즐긴다. 이에 거부감을 느끼는 학생 또한 존재하지만, 다수의 학생이 차별과 혐오를 유희로 느끼기에 반기를 들지 못한다. ",2.0
"㉮는 학생들 사이의 혐오 문화를 드러내고 있다. ㉯의 차별 교제 이론에 따르면 사람들은 일탈 행동을 하는 집단이나 사람과의 접촉을 통해 일탈 행동을 학습한다. ㉮에서는 인터넷 커뮤니티가 학생들에게 무분별한 차별과 혐오를 학습시켰다. 또한 ㉰의 실험에서는 앞사람들이 모두 오답을 말할 때, 반대 의견을 말하는 것이 두렵기 때문에 참가자 대다수가 오답을 선택한다. 이와 마찬가지로 ㉮에서 대다수의 학생들이 혐오 표현을 쿨한 것으로 여기기 때문에 혐오 표현을 싫어하는 학생들이 이에 대한 거부감을 드러내기 어려워한다. ",2.0
㉯에게는 사회 구성원이 사회 규범을 지키지 않고 일탈 행동을 하는 사람들과의 접촉을 통해 부정적인 것에 동화가 됨을 보여준다. 이것을 바탕으로 ㉮의 상황은 대들 사이에서 다른 친구들이 차별과 혐오 표현을 하는 친구로부터 동화가 됨을 파악할 수 있다. ㉰에서는 실험에서 한 참가자가 다른 참가자들과 반대되는 행동을 보였을 시에 심한 불안감을 느낌을 알 수 있다. 이것을 바탕을 ㉮의 상황은 청소년들이 학교라는 또 하나의 사회에서 불편함을 감수하더라도 또래 집단 영역 안에 속해 있으려 함으로 파악할 수 있다. ,2.0
"㉯의 일탈 행동을 바탕으로 분석하면, 혐오를 조장하는 아이들은 일탈 행동을 하는 아이들이다. 이에 동조하는 아이들과 불편을 호소하는 아이들로 나누어져 학교라는 작은 사회의 통합과 존속을 저해한다. 혐오문화를 보이는 아이들과 접촉하고 동화되어 혐오문화에 동조하는 아이들도 있다. 다음으로, ㉰의 심리 실험의 결과로 분석하면, 사람들은 다수의 사람들과 반대 의견을 가지고 있을 때 자신의 의견을 드러내는 것을 쉽게 하지 못한다. 이러한 이유로 혐오문화에 대해 불편함을 호소하고 있는 아이들은 동조하는 다수의 아이들에게 자신들의 의견을 말하지 못하고 있다. ",2.0
