essay,score
㉯를 바탕으로 ㉮를 분석해보자면 현재청소년들이 일탈적인 행동을 보이는 이유들을 전자기기의 보급으로 인한 사회적 규범의 약화와 또래집단과의 접촉을 통한 동화로 설명할 수 있다. 청소년들의 작은 사회에서 참여하지 않거나 반기를 들면 이상한 사람으로 낙인이 되어 사회의 통합을 저해하는 존재로 여겨진다. ㉰를 바탕으로 ㉮를 분석해보자면 ㉰는 실험을 통해 쿨하고 싶은 마음을 드러내고 사회에 동화되려고한다. 자신의 생각이 옳다는 걸 알지만 다른 사람에게 반기를 들 수 있는 힘의 부족으로 자신의 생각은 사라지고 만다. ,3.0
청소년들이 과거와 더불어 현재까지도 차별과 혐오를 문화로 즐기고 있다. 청소년들은 혐오문화가 옳지 않은 행위임을 인식하면서도 혐오표현에 대해 인정하지 않으면 이상한 사람 취급을 당한다. ㉯의 차별교제이론에 따르면 이러한 일탈행동은 일탈행동을 하는 사람과 접촉하면서 학습되며 이는 학교와 같은 작은사회에서 혐오문화가 주류문화가 되는 이유이다. 그리고 ㉰의 실험을 통해 용기가 없다면 주류의견에 반대의견을 낼 수 없는 현실을 보여주며 일탈행동이 지속되는 이유를 보여준다. ,3.0
"㉯는 일탈행동의 원인이 사회규범의 약화라고 본 뒤르켐 이론과 일탈자와 비일탈자의 교류라고 본 차별교제론이 나타난다. ㉰는 심리실험의 사례를 통해 다수의 의견이 개인의 의견에 관철할 수 있음을 알 수 있다. 한편 제시문㉮는 청소년들 사이에서 혐오표현이 일상화된 상황이 나타난다. 이는 혐오표현에 관한 사회적 제재의 부재로 인한 일탈행동이며, 또래 내 일탈자와의 접촉을 통해 혐오표현을 학습한 결과임을 알 수 있다. 또한 혐오표현이 불쾌함에도 표출하지 못 하는 상황은 다수가 혐오표현에 동조함으로써 개인의 판단력을 저해하여 혐오표현에 대한 불쾌감 표출을 억제하는 것임을 알 수 있다. ",3.0
전자기기가 발달하면서 청소년들 사이에서 혐오문화가 나타나기 시작했다. 일부 학생들은 다른 친구들과 어울리기 위해 잘못된 것을 아는데도 묵인하는 경우가 있다. 제시문㉯를 바탕으로 보면 혐오문화는 일탈행동에 속한다. 일부 학생들이 혐오문화를 따르게 되는 이유가 기존의 사람들을 만나며 학습하는 것이라고 보고 있다. 제시문㉰에서 실험의 참가자들은 자신의 의견을 말하기가 어려워 다수의 의견을 따른다고 하였다. 일부 학생들 또한 혐오문화에 대해 잘못되었다고 말할 용기가 없어서 따르게 된 것이다. ,3.0
"㉮에서는 인터넷 커뮤니티를 통한 청소년들의 혐오문화에 흥미 있게 생각하는 다수와 그와 생각이 다르지만 다른 사람의 반기가 두려워 대응하지 못하는 소수의 상황이 나타난다. ㉯에서 일탈행동이 사회적으로 바람직하지 못한 행동임에도 사람들은 일탈행동을 보이는 이들과 접촉하는 과정에서 그들과 동화되는데, ㉮에서 혐오문화가 인터넷 커뮤니티를 통해 다른 사람과 접촉해 동화 시 되는 모습과 연관된다. ㉰에서 다수의 선택에 그와 다른 생각을 가진 소수라 하더라도 대응하지 않고 묻어가려는 모습은 ㉮의 교실 모습과 일치한다. ",3.0
제시문 ㉮는 현재 대들 사이에서 혐오문화가 널리 퍼져있는 문제상황을 제시한다. 제시문 ㉯에선 사회에서 규범이 약하거나 없으면 개인은 일탈 행동을 하게되고 행동은 금방 전염이 된다는 내용을 담고 있다. 그래서 청소년들 사이에서 혐오문화가 퍼진 것도 혐오라는 일탈 행위가 널리 퍼진 것으로 볼 수 있다. 제시문 ㉰는 주변 다른 사람들이 잘못된 대답을 하면 그것이 잘못된 답임을 알면서도 동조하게 된다는 심리실험의 결과를 담고있다. 같은 원리로 혐오문화를 거부하는 학생들도 잘못됨을 알면서 같이 어울리거나 침묵하게 되는 것이다. ,3.0
㉮는 인터넷을 통해 학습된 혐오문화를 학교라는 사회적 공간에서 일으키고 있는 내용이다. ㉯를 바탕으로 ㉮를 분석하면 인터넷 커뮤니티를 막을 주도적 규범이 존재하지 않아 일탈 행동을 저지르는 그들과의 교제를 통해 학습하여 혐오문화가 지속적으로 확산되어 나가는 것이다. ㉰를 바탕으로 ㉮를 분석하면 학교라는 사회적 공간에서 모두가 차별과 혐오를 지녔는데 자기 혼자만 다른 의견을 가지면 그 사회에서 고립되거나 자신의 의견이 맞는지 모호해져 뒤에 찾아 올 보복이 두려워 나서지 못한다. ,2.0
㉮는 대의 교실에서 만연한 청소년들의 차별과 혐오 상황을 제시한다. 과거와 달리 현재는 기술이 발달하여 인터넷의 혐오문화가 현실로 넘어왔다. 아이들은 혐오에 동참하거나 이런 혐오문화가 불편해도 말하지 않는다. ㉯의 차별 교제 이론에 따르면 일탈 행동은 일탈 행동을 하는 집단과의 접촉을 통해 그들에게 동화되어 학습된다. ㉮의 아이들은 같은 반 내에 잠식한 혐오문화에 자연스럽게 동화되어 즐기게 된 것이다. 또한 ㉰에 따르면 심리 실험에서 진짜 참가자는 정답을 알고 있었음에도 다른 참가자들과 일부로 오답을 선택했다. 아이들은 반기를 들면 반 아이들에게 이상한 취급을 받으므로 반대 의견을 낼 용기가 부족했던 것이다. ,2.0
"제시문 ㉮에 따르면, 아이들은 소셜 미디어에서 기하급수적으로 형성된 혐오표현을 사용한다고 말한다. 집단 내에서 혐오 표현을 동조하지 않으면 되려 반감 드는 상황이 만들어진다. 이것은 일탈 행동 폐해라고 볼 수 있다. 같은 집단에서 어떠한 행동 하나가 사회적 규범 성격이 강하지 않다고 생각되면 대 아이들처럼 거부감 표시를 하는 것도 할 수 없는 것이다. 그렇게 서로 혐오표현을 사용하는 과정에서 잘못된 행동이라도 그들 따라 맞춰 나간다. 이로써 제시문 ㉰의 실험 속에서 참가자들이 다수의 의견을 따른 것 또한 집단의 압력 때문이라고 볼 수 있다. 청소년들과 참가자들이 반대 의견을 낸다면 집단 내에서 외면 받는다. 사람들은 옳지 않은 행동이라 인지하여도 다수와 다른 의견을 내는 것이 집단에서의 잘못된 행동이라고 생각한다. ",2.0
" ㉮는 정보통신기술의 발달로 인해 혐오문화가 교실에까지 퍼지면서 이에 대한 거부감과 불편함을 겪지만 잘 대응하지 못하는 학생들의 모습을 보여준다. ㉯에 제시된 일탈 행동은 주도적 규범이 없는 상태가 되거나 사회 규범의 약화, 일탈 행동을 하는 사람들과의 접촉을 통해 발생하게 된다. 학교는 학생끼리의 접촉으로 의해 사회 규범의 약화되고 존재하지 않는다는 것을 의미하는 혐오문화가 쉽게 퍼지게 한다. ㉰에서는 개인이 집단의 선택에 순응하는 것을 보여주는데, 이는 혐오문화에 대한 거부감과 불편함이 들면서도 대응하지 못하는 학생들과 비슷하다. ",3.0
" ㉮에는 혐오문화가 청소년들에게 유행하고 있고, 이를 거부할 수 없는 아이들의 상황이 제시되고 있다. ㉯의 관점에서 볼 때 ㉮의 상황이 나타난 이유는 인터넷 문화에 대한 사회적 규범 부재 때문이다. 뒤르켐이 사회적 규범이 약화될 때 개인이 일탈 행동을 하게 된다고 한 것처럼, 인터넷 커뮤니티와 문화에 대한 규제가 없었기 때문에 차별과 혐오라는 부정적 문화가 만연하게 된 것이다. ㉰에는 다수의 의견과 자신의 의견이 다를 경우 자신의 의견을 관철하기 어렵다는 심리 실험을 보여준다. ㉮의 아이들이 혐오문화를 선호하지 않지만 다수의 아이들이 혐오 문화를 즐기기 때문에 마지못해 혐오문화에 참여하게 되는 것이다. ",3.0
" ㉮에는 혐오문화가 청소년들에게 유행하고 있고, 이를 거부할 수 없는 아이들의 상황이 제시되고 있다. ㉯의 관점에서 볼 때 ㉮의 상황이 나타난 이유는 인터넷 문화에 대한 사회적 규범 부재 때문이다. 뒤르켐이 사회적 규범이 약화될 때 개인이 일탈 행동을 하게 된다고 한 것처럼, 인터넷 커뮤니티와 문화에 대한 규제가 없었기 때문에 차별과 혐오라는 부정적 문화가 만연하게 된 것이다. ㉰에는 다수의 의견과 자신의 의견이 다를 경우 자신의 의견을 관철하기 어렵다는 심리 실험을 보여준다. ㉮의 아이들이 혐오문화를 선호하지 않지만 다수의 아이들이 혐오 문화를 즐기기 때문에 마지못해 혐오문화에 참여하게 되는 것이다. ",3.0
㉯는 차별 교제 이론을 설명한다. 일탈 행동은 집단이나 사람들과의 접촉을 통해 학습된다는 것이다. ㉰는 한 개인이 다수의 의견에 동조하는 현상을 실험한다. 참가자들의 과반수는 오답을 대답하는 다수를 의심하면서도 그들을 의견을 따라간다. 이는 한 개인은 도덕할 지라도 이러한 개인들로 구성된 집단은 부도덕할 수 있다는 것을 의미한다. ㉯에 따르면 ㉮의 청소년 혐오 문화는 인터넷 커뮤니티에서의 상호작용을 통해 학습된 것으로 볼 수 있다. 또한 ㉮의 청소년들은 혐오가 잘못된 것임을 알면서도 다수의 분위기에 동조하는데 이는 ㉰의 실험으로 이해할 수 있다. 도덕적인 개개인이 모일지라도 비도덕적인 집단이 형성될 수 있다는 것이다. ,2.0
" ㉮의 혐오문화는 ㉯의 일탈 행동과 연관된다. 차별과 혐오의 유희화는 일탈 행동과 연관되는 것으로 우리 사회에서 주도적 사회규범이 약화, 부재하는 현상과 연결될 수 있다. 또한 교실 내에서 또래 사이의 접촉을 통해 차별과 혐오가 확산되는 현상은 차별 교제 이론과 연결된다. ㉰에서 개인이 집단과 다른 의견을 내는 것에 부담을 느끼는 심리 실험은 불편함과 거부감을 느끼면서도 학생들이 적극적으로 대응하지 못하는 현상과 연결된다. 이는 자신만이 다른 의견을 내는 것에 부담을 느끼기 때문이다. ",3.0
㉯의 뒤르켐의 이론에 근거해 ㉮를 이해해 본다면 혐오 표현과 차별 표현을 금지하는 구체적인 방안이 없기 때문에 학생들이 거리낌 없이 차별과 혐오의 표현을 한다는 것이다. 또 ㉯의 차별 교제 이론에 따르면 이미 혐오와 차별 표현에 익숙한 학생들에 의해 여기에 동의하지 않는 학생들도 결국 집단의 행동에 동화된다는 사실을 알 수 있다. ㉰는 실험 결과를 통해 과반의 사람이 타인의 태도에 동조한다는 사실을 보여준다. 이를 통해 ㉮에서도 자신의 생각보다는 타인의 태도가 더 중요했음을 알 수 있다. ,3.0
제시문 ㉯는 일탈 행동은 그 행위의 집단이나 사람들과 접촉을 통해 배운다고 하였다. 제시문 ㉰는 개인의 의견이 다수의 의견에 영향을 받는다는 것을 보여주었다. 제시문 ㉮에서 혐오문화는 청소년들에게 하나의 규정이 되었다. 혐오문화를 좋아하지 않는 아이들도 자신의 의견을 피력했을 때 다른 아이들과 사이가 멀어질까 그들의 규칙에서 벗어난 행위를 하지 못했다. 혐오문화라는 틀 안에서 그들의 행위는 일탈행동이 되는 것이다. 그래서 그들은 다수의 친구들이 그런 행위를 하기에 어쩔 수 없이 다수의 의견에 동조했다. ,3.0
"뒤르켐에 따르면 사회 규범이 약화되었을 때 사람들은 일탈 행동을 한다. 오늘날, 스마트폰 보급, 규제없는 인터넷 방송 증가로 인해 혐오 문화가 대 아이들 사이에서 놀이처럼 여겨진다. 혐오 표현에 불편함을 느끼는 아이들은 무리에 끼지 못하고 쿨하게 받아들여야 인정받는다. ㉰에서 진행된 심리 실험을 통해 다수의 사람들은 자신의 의견을 피력하지 않고 묻혀가고자 하는 것을 알 수 있다. 하지만 ㉮와 같은 상황을 문제시한다면 사회 변화의 계기가 될 수 있다. ",3.0
㉮는 인터넷을 통해 학습된 혐오문화를 학교라는 사회적 공간에서 일으키고 있는 내용이다. ㉯를 바탕으로 ㉮를 분석하면 인터넷 커뮤니티를 막을 주도적 규범이 존재하지 않아 일탈 행동을 저지르는 그들과의 교제를 통해 학습하여 혐오문화가 지속적으로 확산되어 나가는 것이다. ㉰를 바탕으로 ㉮를 분석하면 학교라는 사회적 공간에서 모두가 차별과 혐오를 지녔는데 자기 혼자만 다른 의견을 가지면 그 사회에서 고립되거나 자신의 의견이 맞는지 모호해져 뒤에 찾아 올 보복이 두려워 나서지 못한다. ,2.0
" ㉮는 청소년들의 혐오문화에 대해 서술하고 있다. 교실에까지 퍼진 혐오문화를 불편해하는 학생들도 분명히 있으나, 이들은 교실에서 소외될까 자신의 의견을 당당히 제시하지 못한다. ㉯에서 일탈 행동은 사회가 무규범 사회가 되거나 규범이 약화되는 경우, 일탈 행동을 하는 사람들끼리 접촉하는 경우에 일어난다. 이는 제재 없는 인터넷 방송의 증가, 교실에서 혐오문화를 조성하는 학생들끼리의 접촉으로 인해 혐오 표현이 쉽게 일어남을 알 수 있다. ㉰에서는 본인의 선택이 맞더라도 개인은 다수의 선택에 순응하는 모습을 보여주는데, 이는 불편함을 쉽게 드러내지 못하는 학생들의 모습을 설명할 수 있다. ",3.0
"㉮는 교내 혐오문화에 있어 집단의 영향력을 보여준다. ㉯는 일탈이 사회에 미치는 영향을 제시한다. 이에 따르면, ㉮는 혐오표현 사용 집단과 접촉 및 동조하는 경우가 늘었음에도 학교 규범이 이를 막지 못하여 나타난 결과이다. 그러나 ㉮는 이러한 상황이 교내 차별과 혐오의 실태를 드러냄으로써 문제 해결의 계기를 제공한다고 본다. ㉰는 다수가 개인에 미치는 영향을 보여준다. ㉮에서 혐오 표현을 문제시하는 일부 학생들은 군중 심리로 인해 자신의 생각에 대한 불확실성을 가진다. 이는 결과적으로, 학생들이 집단의 경향에 따르게끔 한다. ",3.0
㉯에 따르면 ㉮에서 청소년들은 차별과 혐오 표현을 사용해도 제재를 받지 않기 때문에 청소년들의 문화로 자리 잡게 된 것을 알 수 있다. 청소년들은 혐오 표현을 사용하는 친구들과 어울리면서 일탈 행동을 습득하게 된다. 많은 청소년들이 차별과 혐오스러운 말을 하면서 혐오 표현이 정당화되는 것을 알 수 있다. ㉰에서 대부분의 사람들은 다수와 자신의 의견이 불일치할 경우 반기를 들지 않고 다수의 의견을 따르는 것처럼 ㉮에서 혐오 표현을 사용하는 것이 적절하지 않다고 생각하는 청소년들도 결국에 다수의 행동을 따라하면서 일탈 행동의 구성원이 된다. ,3.0
제시문㉮는 대 교실 속에 잡힌 혐오표현 인식을 제시하고 있다. 제시문㉯에서 일탈 행동을 하는 개인이나 집단에 동화된다는 것을 알 수 있다. 제시문㉮와 같이 혐오 표현에 불편함과 상처를 받은 아이들은 혐오 표현 하는 아이들과 접촉되어 동화되는 것을 볼 수 있다. 제시문㉰는 실험자들이 자신의 선택과 다르게 다수의 의견을 따르는 심리 실험을 보여준다. 제시문㉮와 같이 학생들이 혐오 표현 사용이 잘못된 것을 알아도 다수가 혐오 표현을 사용하므로 그저 교실에서 사용되는 혐오 표현을 묻어가며 묵인하는 것을 보여준다. ,3.0
"청소년들이 차별과 혐오를 일삼는 것은 개인적 문제보다는 소속집단의 영향이 크다. ㉰의 심리실험을 보면 참가자들은 청소년뿐 아니라 인간 심리상 주변 사람들의 선택에 본인의 결정이 휩쓸리는 경향이 있다. ㉮의 상황만 보면, 대들의 차별과 혐오는 그들의 사회에서는 오히려 주류문화가 되어가고 있다. 이 상황에서 대를 제외한 학교 구성원들은 대 학생들을 일탈자라고 정의할지 모르나, 대들의 경우에는 소속감을 느끼는 집단의 혐오와 차별이야말로 규범화된 집단양식이다. 여기에 불편감과 반감을 품는 아이들이 오히려 일탈집단으로 여겨지는 상황이다. 인터넷 사이트에서 퍼진 새로운 규범이 기존의 규범을 밀어내고 있는 상황이며, 일탈행동의 접촉이 판데믹처럼 퍼져서, 오히려 전염되지 않은 사람이 더 소수집단이 되어간다고 볼 수 있다. ",2.0
"㉮는 청소년들이 차별과 혐오를 놀이로 취급하는 상황이 지속된다고 말한다. 그 이유는 첫째, 반대 의견을 말하면 이상하게 보일 것 같은 사회적 압력 때문이다. ㉰의 실험과 같이 학생들도 잘못되었다는 것은 알지만 이에 맞서 반대 의견을 표현하는 것은 어렵다고 느낀다. 둘째, ㉯에 따르면 학생들이 차별과 혐오를 배우고 이에 동화되기 때문이다. 장난을 웃어넘기거나 인정하는 것이 집단에서 긍정적으로 보이기 때문에 침묵하거나 동조하게 되고 이 과정에서 차별, 혐오와 같은 일탈 행위를 학습하게 된다. 이러한 상황을 해소하기 위해 약화된 학생 사회의 규범을 강화할 필요가 있다. ",3.0
 ㉮는 스마트폰 등 통신 수단의 보급과 차별과 혐오를 규제 없이 드러낼 수 있는 가상 공간의 등장으로 촉발된 혐오 문화가 현실에서도 펼쳐지는 문제점을 나타내고 있다. 이는 ㉯에서의 뒤르켐의 아노미 이론을 따른다. 인터넷 커뮤니티와 개인 인터넷 방송 등 혐오 표현을 표출하는 일탈 행동을 하는 집단 및 개인과 접촉하는 과정에서 그들에게 동화되어 혐오 문화가 확산 되었다. 또한 ㉮에서 일부는 혐오 표현을 즐기지 않고 오히려 불편함을 느끼지만 목소리를 내지는 못한다. 이는 ㉰에 나타난 타인의 시선을 감수하고 자신의 의견을 관철하기보단 다수의 의견에 편승하려는 심리가 반영된 것이다. ,3.0
제시문 ㉮는 현재 대들 사이에서 혐오문화가 널리 퍼져있는 문제상황을 제시한다. 제시문 ㉯에선 사회에서 규범이 약하거나 없으면 개인은 일탈 행동을 하게되고 행동은 금방 전염이 된다는 내용을 담고 있다. 그래서 청소년들 사이에서 혐오문화가 퍼진 것도 혐오라는 일탈 행위가 널리 퍼진 것으로 볼 수 있다. 제시문 ㉰는 주변 다른 사람들이 잘못된 대답을 하면 그것이 잘못된 답임을 알면서도 동조하게 된다는 심리실험의 결과를 담고있다. 같은 원리로 혐오문화를 거부하는 학생들도 잘못됨을 알면서 같이 어울리거나 침묵하게 되는 것이다. ,3.0
" ㉮에 제시된 상황은 ㉯에서 소개한 차별 교제 이론과 ㉰의 심리 실험을 통해 설명할 수 있다. ㉯에서 뒤르켐에 따르면, 사회 구성원은 일탈 행동을 하는 집단과의 접촉을 통해 그들과 동화되어 사회적 규범에서 벗어난 행동을 한다. ㉰의 실험 참가자들은 자신의 의견을 관철하기보다는 주로 다수의 의견을 따르는 경향을 보였다. ㉮에 따르면, 개인 인터넷 방송과 인터넷 커뮤니티의 혐오 문화에 무분별하게 노출된 학생들은 혐오 표현을 습득하고 즐긴다. 이에 거부감을 느끼는 학생 또한 존재하지만, 다수의 학생이 차별과 혐오를 유희로 느끼기에 반기를 들지 못한다. ",3.0
" ㉮는 십대들 사이에서 혐오 문화가 팽배해졌음을 보여준다. 잘못된 문화란 것을 알면서도 혐오 문화를 수용하는 학생들의 태도는 ㉯,㉰다를 통해 분석할 수 있다. ㉯의 차별 교제 이론에 따라 학생들은 혐오 표현을 무분별하게 사용하는 일탈 무리와의 접촉을 통해 혐오 문화를 학습하고 동화된다. 그러나 이 문화가 옳지 못하다는 것을 인식하면서도 동조하는 것은다의 다수의 피 실험자들처럼 무리에 묻어가려는 경향이 크기 때문이다. 그 결과 혐오 문화에 대한 자정 작용이 상실되고 소수의 반대 목소리는 묵살된다. ",2.0
"㉮는 규제 없는 스마트폰 사용과 인터넷 방송으로 인해 청소년들 사이에서 혐오 표현이 무분별하게 사용되는 상황을 보여준다. 이러한 상황은 제시문 ㉯와 ㉰를 통해 분석할 수 있다. 뒤르켐에 의하면 사회 규범의 약화로 인해 일탈 행동이 발생하고, 사람들과의 접촉으로 일탈 행동이 확산된다. 따라서 ㉮의 상황은 마땅한 규제가 없는 학교에서 또래 간의 접촉을 통해 혐오 표현이 확산된 것으로 볼 수 있다. 한편, ㉰의 실험 참가자는 정답을 알고 있음에도 불구하고 다수의 의견인 오답을 선택했다. 이는 집단 내 다수의 의견과 상반된 의견을 제시함에 따라 발생할 수 있는 차별적인 시선에 의한 것이라고 볼 수 있다. 따라서 ㉮에 나타난 혐오 표현에 불쾌함을 느낌에도 이를 묵인하는 청소년들의 모습이 이와 유사하다. ",3.0
"제시문 ㉯를 바탕으로 제시문 ㉮를 보았을 때, 인터넷의 폐혜로 만들어진 혐오문화는 바람직하지 못한 것이지만 이에 맞는 명확한 규범이 없어 통제하기 어렵다는 것이다. 또한 사람들은 이러한 일탈 행동에 스며들어 주도성을 잃게된다. 이와 마찬가지로 제시문 ㉰를 바탕으로 제시문 ㉮를 보면, 혐오문화가 잘못되었다는 것을 알고있지만 반대 의견을 표출했을 때의 파장이 두려워 자신의 의견을 당당하게 내세우지 못한다는 것이다. ",2.0
"학교에서 아이들 사이에 벌어지는 혐오문화가 잘못된 행동임을 인지해도 반기를 들지 못하는 상황이 서술된다. 이는 타인이 오답임을 알았음에도 주목이 두려워 대부분이 다수의 의견을 따르는 실험 결과와 상황이 일치한다. 이러한 점은 종종 소수의 반기가 사회 결속을 악화시키는 일탈로 규정되기 때문인데, 때로는 일탈이 사회 변화를 야기시키기도 한다. 규범이 약화되었을 때, 일탈 집단을 형성하면 학습을 하고 이를 통해 서로를 동화시켜 일탈 행동을 하게 되므로 아이들은 일탈 집단을 먼저 형성해야한다. ",3.0
"제시문 ㉮의 청소년들 사이에서 일어나는 차별과 혐오 표현의 유행은 혐오 표현의 사용이 옳지 않다는 사회적 규범에 대한 일탈이다. ㉯에서 제시된 뒤르켐의 주장에 따라, 이러한 일탈은 스마트폰의 보급으로 일어난 sns 및 인터넷 방송의 이용률 증가가 자극적인 콘텐츠들의 성행으로 이어져 무너지게 된 사회적 규범의 결과이다. 또, ㉯의 차별 교제 이론과 ㉰의 심리 실험을 바탕으로 분석한다면 이런 청소년들의 일탈에 대해 불편함을 느끼는 학생들도 그들과 접촉하는 과정에서, 또는 다수의 의견을 따라야 한다는 심리에 의해 일탈 행동에 동화된다. ",3.0
